일련번호,신고구분,신고내용,접수일자,접수시각,관할기관,GPS X,GPS Y
406,로드킬,서울 중구 저동2가 3-1 번지에서 로드킬이 발생하였습니다.,2022-04-29,17:20,서울 중구,126.99000378284212,37.56528891758653
405,로드킬,경기 파주시 탄현면 낙하리 산 59-1 번지에서 로드킬이 발생하였습니다.,2022-04-29,16:36,경기 파주시,126.72932705377649,37.83777870600794
404,로드킬,서울 중구 저동2가 5 번지에서 로드킬이 발생하였습니다.,2022-04-29,16:23,서울 중구,126.99025375449243,37.565427794063304
403,로드킬,경기 파주시 탄현면 오금리 464-28 번지에서 로드킬이 발생하였습니다.,2022-04-29,14:38,경기 파주시,126.70541299765542,37.8285016339787
402,로드킬,경북 안동시 태화동 294-1 번지에서 로드킬이 발생하였습니다.,2022-04-28,23:20,경북 안동시,128.7165331389814,36.562025624298656
401,로드킬,서울 강서구 화곡동 1089-55 번지에서 로드킬이 발생하였습니다.,2022-04-28,22:26,서울 강서구,126.8419078180339,37.54087255958044
400,로드킬,충남 홍성군 홍북읍 봉신리 290 번지에서 로드킬이 발생하였습니다.,2022-04-28,18:37,충남 홍성군,126.66353374508371,36.62400847360236
399,로드킬,충남 아산시 신창면 궁화리 718-2 번지에서 로드킬이 발생하였습니다.,2022-04-28,16:18,충남 아산시,126.90931064582028,36.80524088583562
398,로드킬,충남 당진시 합덕읍 소소리 185-8 번지에서 로드킬이 발생하였습니다.,2022-04-28,10:05,충남 당진시,126.75338111715946,36.8111263108565
397,로드킬,충남 공주시 신관동 276-9 번지에서 로드킬이 발생하였습니다.,2022-04-27,23:32,충남 공주시,127.14407484455968,36.47417389087268
396,로드킬,충남 공주시 신관동 276-9 번지에서 로드킬이 발생하였습니다.,2022-04-27,23:31,충남 공주시,127.14407485060956,36.473951695403734
395,로드킬,경남 진주시 정촌면 예하리 1142-2 번지에서 로드킬이 발생하였습니다.,2022-04-27,19:17,경남 진주시,128.0908551567206,35.1030487528436
394,로드킬,서울 중구 저동2가 77-4 번지에서 로드킬이 발생하였습니다.,2022-04-27,16:37,서울 중구,126.98978158071142,37.56534446235053
393,로드킬,울산 북구 매곡동 633-4 번지에서 로드킬이 발생하였습니다.,2022-04-27,10:46,울산 북구,129.35716608263468,35.64100863894332
392,로드킬,울산 북구 매곡동 633-4 번지에서 로드킬이 발생하였습니다.,2022-04-27,10:46,울산 북구,129.35727717935936,35.641147513533134
391,로드킬,서울 중구 저동2가 76-14 번지에서 로드킬이 발생하였습니다.,2022-04-27,10:37,서울 중구,126.98983713164039,37.56531668896393
390,로드킬,충북 청주시 청원구 사천동 180-10 번지에서 로드킬이 발생하였습니다.,2022-04-27,09:24,충북 청주시 청원구,127.47181573888471,36.66979509198098
389,로드킬,충남 천안시 동남구 목천읍 삼성리 63-5 번지에서 로드킬이 발생하였습니다.,2022-04-27,09:19,충남 천안시 동남구,127.17100904940423,36.75291853584064
388,로드킬,충남 홍성군 금마면 죽림리 132-1 번지에서 로드킬이 발생하였습니다.,2022-04-27,08:29,충남 홍성군,126.71119592952525,36.61956539778816
387,로드킬,경기 남양주시 진접읍 내곡리 539-3 번지에서 로드킬이 발생하였습니다.,2022-04-27,08:07,경기 남양주시,127.15473470083154,37.670056911376044
386,로드킬,경북 김천시 율곡동 928 번지에서 로드킬이 발생하였습니다.,2022-04-26,22:26,경북 김천시,128.18106879173894,36.124373510811594
385,로드킬,제주특별자치도 제주시 노형동 765 번지에서 로드킬이 발생하였습니다.,2022-04-26,19:17,제주특별자치도 제주시,126.47857361049773,33.47626778876625
384,로드킬,제주특별자치도 제주시 노형동 765 번지에서 로드킬이 발생하였습니다.,2022-04-26,19:15,제주특별자치도 제주시,126.4789346867496,33.47632334362566
383,로드킬,충남 서산시 수석동 785-35 번지에서 로드킬이 발생하였습니다.,2022-04-26,14:26,충남 서산시,126.48557505416852,36.76118323394521
382,로드킬,충남 아산시 염치읍 석정리 39-4 번지에서 로드킬이 발생하였습니다.,2022-04-26,13:39,충남 아산시,127.00799574343867,36.79846567887835
381,로드킬,경북 구미시 고아읍 송림리 533-4 번지에서 로드킬이 발생하였습니다.,2022-04-26,13:05,경북 구미시,128.36149495752716,36.16528863128671
380,로드킬,충남 홍성군 금마면 죽림리 132-1 번지에서 로드킬이 발생하였습니다.,2022-04-25,08:34,충남 홍성군,126.71077931128866,36.61925987185418
379,로드킬,충남 홍성군 금마면 가산리 473-4 번지에서 로드킬이 발생하였습니다.,2022-04-25,08:31,충남 홍성군,126.73538783481109,36.62714823825741
378,로드킬,충남 당진시 신평면 운정리 901 번지에서 로드킬이 발생하였습니다.,2022-04-24,23:03,충남 당진시,126.82870506011632,36.88811831852864
377,로드킬,충남 서산시 음암면 문양리 153-14 번지에서 로드킬이 발생하였습니다.,2022-04-24,17:49,충남 서산시,126.51904228633612,36.8262592681043
376,로드킬,충남 서산시 음암면 도당리 115-24 번지에서 로드킬이 발생하였습니다.,2022-04-24,17:49,충남 서산시,126.52726385170386,36.82106559585579
375,로드킬,경북 구미시 시미동 173 번지에서 로드킬이 발생하였습니다.,2022-04-23,20:02,경북 구미시,128.41060354976725,36.08965968593289
374,로드킬,ROADKILL,2022-04-23,19:02,,127.32919095342031,37.63417559583579
373,로드킬,ROADKILL,2022-04-23,18:19,,126.68637701437204,36.16689728064714
372,로드킬,충남 홍성군 서부면 궁리 422-7 번지에서 로드킬이 발생하였습니다.,2022-04-23,16:53,충남 홍성군,126.46499856601199,36.57909378930251
371,로드킬,경남 창원시 마산합포구 구산면 석곡리 782 번지에서 로드킬이 발생하였습니다.,2022-04-23,14:33,경남 창원시 마산합포구,128.56044980260134,35.112611682315766
370,로드킬,경남 창원시 마산합포구 구산면 석곡리 산 63 번지에서 로드킬이 발생하였습니다.,2022-04-23,14:33,경남 창원시 마산합포구,128.56025537859574,35.112528355251115
369,로드킬,충북 청주시 청원구 오창읍 두릉리 649-7 번지에서 로드킬이 발생하였습니다.,2022-04-23,11:13,충북 청주시 청원구,127.34343729295993,36.73814563962075
368,로드킬,경기 구리시 토평동 48-99 번지에서 로드킬이 발생하였습니다.,2022-04-23,09:06,경기 구리시,127.15651480384086,37.58342861881233
367,로드킬,경남 창원시 마산합포구 구산면 석곡리 산 64-1 번지에서 로드킬이 발생하였습니다.,2022-04-23,09:01,경남 창원시 마산합포구,128.56061644917008,35.112778332381716
366,로드킬,경남 창원시 마산합포구 구산면 석곡리 산 64-1 번지에서 로드킬이 발생하였습니다.,2022-04-23,09:01,경남 창원시 마산합포구,128.56069977395882,35.112806108408556
365,로드킬,경기 이천시 부발읍 송온리 279-7 번지에서 로드킬이 발생하였습니다.,2022-04-22,23:36,경기 이천시,127.52407198824541,37.25155903599251
364,로드킬,경북 경주시 구정동 452-2 번지에서 로드킬이 발생하였습니다.,2022-04-22,22:52,경북 경주시,129.2982787569813,35.77829681272566
363,로드킬,충북 괴산군 소수면 수리 산 43-1 번지에서 로드킬이 발생하였습니다.,2022-04-22,22:35,충북 괴산군,127.74136788948174,36.8567219141049
362,로드킬,경북 경주시 도지동 985-1 번지에서 로드킬이 발생하였습니다.,2022-04-22,22:01,경북 경주시,129.26716998374945,35.79840494461483
361,로드킬,경북 경주시 도지동 993 번지에서 로드킬이 발생하였습니다.,2022-04-22,22:00,경북 경주시,129.2684476841165,35.79693292135696
360,로드킬,충북 괴산군 괴산읍 검승리 121-10 번지에서 로드킬이 발생하였습니다.,2022-04-22,20:13,충북 괴산군,127.84158154029524,36.819617126557795
359,로드킬,경북 문경시 흥덕동 562-5 번지에서 로드킬이 발생하였습니다.,2022-04-22,18:35,경북 문경시,128.20471940329875,36.61087121758398
358,로드킬,서울 중구 저동2가 77-4 번지에서 로드킬이 발생하였습니다.,2022-04-21,15:39,서울 중구,126.98978158071142,37.56534446235053
357,로드킬,세종특별자치시 금남면 영곡리 537-4 번지에서 로드킬이 발생하였습니다.,2022-04-20,17:09,세종특별자치시 세종시,127.25575924333411,36.44931775983797
356,로드킬,경기 남양주시 진건읍 신월리 240 번지에서 로드킬이 발생하였습니다.,2022-04-19,18:13,경기 남양주시,127.1645113719601,37.67533422393258
355,로드킬,세종특별자치시 조치원읍 신안리 238 번지에서 로드킬이 발생하였습니다.,2022-04-19,14:33,세종특별자치시 세종시,127.28650118922052,36.634934842500854
354,로드킬,경북 영주시 가흥동 2025 번지에서 로드킬이 발생하였습니다.,2022-04-19,12:39,경북 영주시,128.60986920643379,36.81479880186234
353,로드킬,경북 영주시 가흥동 2025 번지에서 로드킬이 발생하였습니다.,2022-04-19,12:39,경북 영주시,128.60892484972769,36.81488210715358
352,로드킬,경기 군포시 둔대동 산 81-43 번지에서 로드킬이 발생하였습니다.,2022-04-19,09:00,경기 군포시,126.88454847802684,37.33064893162075
351,로드킬,경기 남양주시 진건읍 신월리 240 번지에서 로드킬이 발생하였습니다.,2022-04-18,18:55,경기 남양주시,127.16448359849942,37.67527867464672
350,로드킬,경기 평택시 팽성읍 노양리 산 16-11 번지에서 로드킬이 발생하였습니다.,2022-04-18,12:26,경기 평택시,126.99332667216268,36.937031985024134
349,로드킬,경기 평택시 고덕동 산 287 번지에서 로드킬이 발생하였습니다.,2022-04-17,18:27,경기 평택시,127.04342954417231,37.05899032608306
348,로드킬,충남 서산시 잠홍동 744-1 번지에서 로드킬이 발생하였습니다.,2022-04-17,15:37,충남 서산시,126.4708814896818,36.78145830197944
347,로드킬,충남 태안군 원북면 반계리 1080 번지에서 로드킬이 발생하였습니다.,2022-04-17,14:26,충남 태안군,126.26084506746855,36.8277268467068
346,로드킬,충남 태안군 이원면 포지리 635-3 번지에서 로드킬이 발생하였습니다.,2022-04-17,14:20,충남 태안군,126.27173189267116,36.865528005606734
345,로드킬,경기 남양주시 화도읍 묵현리 469-2 번지에서 로드킬이 발생하였습니다.,2022-04-17,10:38,경기 남양주시,127.27663983386988,37.6577550888011
344,로드킬,경기 남양주시 화도읍 묵현리 469-2 번지에서 로드킬이 발생하였습니다.,2022-04-17,10:38,경기 남양주시,127.27666760893993,37.657755089311046
343,로드킬,경기 남양주시 화도읍 묵현리 469-2 번지에서 로드킬이 발생하였습니다.,2022-04-17,10:38,경기 남양주시,127.27663983386988,37.6577550888011
342,로드킬,충남 태안군 이원면 포지리 640-4 번지에서 로드킬이 발생하였습니다.,2022-04-17,09:00,충남 태안군,126.27114859673028,36.86625013020238
341,로드킬,경북 구미시 양호동 692-1 번지에서 로드킬이 발생하였습니다.,2022-04-17,07:53,경북 구미시,128.38229946484134,36.13257070369049
340,로드킬,충북 제천시 장락동 694-13 번지에서 로드킬이 발생하였습니다.,2022-04-13,10:16,충북 제천시,128.22411866343072,37.14469614753626
339,로드킬,충북 청주시 상당구 용담동 산 55-4 번지에서 로드킬이 발생하였습니다.,2022-04-13,09:16,충북 청주시 상당구,127.50997954451724,36.64093814973513
338,로드킬,경기 남양주시 화도읍 창현리 산 49-15 번지에서 로드킬이 발생하였습니다.,2022-04-12,21:18,경기 남양주시,127.31058156661113,37.637230436846636
337,로드킬,충남 부여군 규암면 반산리 168-9 번지에서 로드킬이 발생하였습니다.,2022-04-12,16:56,충남 부여군,126.87518920811542,36.28085908238149
336,로드킬,울산 남구 선암동 681-15 번지에서 로드킬이 발생하였습니다.,2022-04-12,08:56,울산 남구,129.3108405864068,35.518550007261624
335,로드킬,충남 홍성군 홍북읍 신경리 1909 번지에서 로드킬이 발생하였습니다.,2022-04-12,08:49,충남 홍성군,126.67808702207323,36.65650480121242
334,로드킬,경기 광주시 도척면 궁평리 77-11 번지에서 로드킬이 발생하였습니다.,2022-04-11,17:01,경기 광주시,127.32969938899416,37.34029470025362
333,로드킬,경북 경주시 외동읍 석계리 1929 번지에서 로드킬이 발생하였습니다.,2022-04-11,14:08,경북 경주시,129.3006706016997,35.667809942685096
332,로드킬,경기 화성시 팔탄면 구장리 산 152-4 번지에서 로드킬이 발생하였습니다.,2022-04-10,15:33,경기 화성시,126.8912190620195,37.167391117477536
331,로드킬,충남 천안시 동남구 성남면 용원리 208-3 번지에서 로드킬이 발생하였습니다.,2022-04-10,13:48,충남 천안시 동남구,127.22269868189316,36.746781314356014
330,로드킬,전북 김제시 금구면 서도리 514-3 번지에서 로드킬이 발생하였습니다.,2022-04-09,14:36,전북 김제시,126.99807987889321,35.76772828899859
329,로드킬,경기 평택시 청북읍 후사리 229-1 번지에서 로드킬이 발생하였습니다.,2022-04-08,19:00,경기 평택시,126.93749608483334,37.033047133424
328,로드킬,전북 군산시 성산면 산곡리 산 6-22 번지에서 로드킬이 발생하였습니다.,2022-04-07,18:14,전북 군산시,126.81275862420347,35.98258825245107
327,로드킬,서울 마포구 합정동 72-5 번지에서 로드킬이 발생하였습니다.,2022-04-07,17:44,서울 마포구,126.91326188083487,37.54384570251364
326,로드킬,경기 화성시 매송면 천천리 129-10 번지에서 로드킬이 발생하였습니다.,2022-04-06,18:38,경기 화성시,126.94987783153628,37.246077051949754
325,로드킬,경북 영천시 금호읍 원제리 80 번지에서 로드킬이 발생하였습니다.,2022-04-06,13:16,경북 영천시,128.89895027238288,35.949407782324
324,로드킬,경기 구리시 사노동 574-5 번지에서 로드킬이 발생하였습니다.,2022-04-06,09:03,경기 구리시,127.13684870827078,37.63017256113071
323,로드킬,경기 남양주시 진건읍 신월리 532-5 번지에서 로드킬이 발생하였습니다.,2022-04-06,08:57,경기 남양주시,127.15506824483495,37.661641277478566
322,로드킬,경기 남양주시 진접읍 연평리 710-4 번지에서 로드킬이 발생하였습니다.,2022-04-06,08:54,경기 남양주시,127.16639967951967,37.68905480657384
321,로드킬,인천 계양구 상야동 410-10 번지에서 로드킬이 발생하였습니다.,2022-04-06,08:32,인천 계양구,126.76188689485483,37.574839203323094
320,로드킬,서울 중구 저동2가 76-14 번지에서 로드킬이 발생하였습니다.,2022-04-05,15:22,서울 중구,126.98983713164039,37.56531668896393
319,로드킬,경북 상주시 내서면 서원리 165-1 번지에서 로드킬이 발생하였습니다.,2022-04-05,14:29,경북 상주시,128.01646456954037,36.43652754415674
318,로드킬,경기 남양주시 진접읍 내각리 433-4 번지에서 로드킬이 발생하였습니다.,2022-04-05,09:03,경기 남양주시,127.1659828259554,37.696914950908265
317,로드킬,부산 금정구 회동동 산 60-12 번지에서 로드킬이 발생하였습니다.,2022-04-04,10:16,부산 금정구,129.11625567371692,35.2337465936275
316,로드킬,충남 홍성군 금마면 죽림리 637-25 번지에서 로드킬이 발생하였습니다.,2022-04-04,08:25,충남 홍성군,126.70416903606764,36.611899534218786
315,로드킬,전북 군산시 서수면 서수리 1878-1 번지에서 로드킬이 발생하였습니다.,2022-04-03,12:52,전북 군산시,126.88527949604239,35.98139520723499
314,로드킬,충남 서천군 마서면 송내리 34-3 번지에서 로드킬이 발생하였습니다.,2022-04-03,12:32,충남 서천군,126.7244604026951,36.025387151014165
313,로드킬,부산 수영구 망미동 15-3 번지에서 로드킬이 발생하였습니다.,2022-04-02,19:23,부산 수영구,129.1153960775459,35.18222486818557
312,로드킬,충남 아산시 음봉면 원남리 317-15 번지에서 로드킬이 발생하였습니다.,2022-04-02,14:15,충남 아산시,127.02632569541653,36.85693115697569
311,로드킬,충남 아산시 탕정면 용두리 산 1-2 번지에서 로드킬이 발생하였습니다.,2022-04-02,12:49,충남 아산시,127.04793526480896,36.83715615636284
310,로드킬,경북 구미시 고아읍 봉한리 산 23-4 번지에서 로드킬이 발생하였습니다.,2022-04-01,08:32,경북 구미시,128.3540786771558,36.17650937501835
309,로드킬,경기 화성시 정남면 문학리 471-1 번지에서 로드킬이 발생하였습니다.,2022-04-01,05:21,경기 화성시,126.96593437387156,37.15511616538284
308,로드킬,충남 당진시 송악읍 부곡리 143-2 번지에서 로드킬이 발생하였습니다.,2022-03-31,12:51,충남 당진시,126.7787359690103,36.950443218480316
307,로드킬,서울 중구 저동2가 76-14 번지에서 로드킬이 발생하였습니다.,2022-03-31,10:52,서울 중구,126.98983713164039,37.56531668896393
306,로드킬,서울 중구 저동2가 76-14 번지에서 로드킬이 발생하였습니다.,2022-03-31,10:52,서울 중구,126.98980935736488,37.56528891407042
305,로드킬,서울 중구 저동2가 76-14 번지에서 로드킬이 발생하였습니다.,2022-03-31,10:51,서울 중구,126.98986490750124,37.565288915075016
304,로드킬,서울 중구 저동2가 76-14 번지에서 로드킬이 발생하였습니다.,2022-03-30,16:02,서울 중구,126.98980935736488,37.56528891407042
303,로드킬,서울 중구 저동2가 76-14 번지에서 로드킬이 발생하였습니다.,2022-03-30,15:59,서울 중구,126.98983713243304,37.56528891457272
302,로드킬,서울 중구 저동2가 76-14 번지에서 로드킬이 발생하였습니다.,2022-03-30,15:58,서울 중구,126.98983713243304,37.56528891457272
301,로드킬,경기 화성시 영천동 651-1836 번지에서 로드킬이 발생하였습니다.,2022-03-30,14:55,경기 화성시,127.12936164907434,37.2019189771764
300,로드킬,경기 광주시 오포읍 문형리 산 77-8 번지에서 로드킬이 발생하였습니다.,2022-03-28,13:06,경기 광주시,127.20415617266978,37.33498750202809
299,로드킬,경기 광주시 장지동 268-3 번지에서 로드킬이 발생하였습니다.,2022-03-28,10:16,경기 광주시,127.24595603683625,37.39209243173693
298,로드킬,경남 진주시 이현동 1180 번지에서 로드킬이 발생하였습니다.,2022-03-27,20:25,경남 진주시,128.05871686259187,35.19420407139487
297,로드킬,충남 당진시 신평면 신흥리 산 32-15 번지에서 로드킬이 발생하였습니다.,2022-03-27,18:12,충남 당진시,126.80195789007085,36.87931335668752
296,로드킬,전북 완주군 용진읍 용흥리 산 102-16 번지에서 로드킬이 발생하였습니다.,2022-03-27,17:50,전북 완주군,127.17511552489407,35.883106474286954
295,로드킬,전북 전주시 덕진구 호성동1가 863 번지에서 로드킬이 발생하였습니다.,2022-03-26,20:42,전북 전주시 덕진구,127.14797980100087,35.861247501340216
294,로드킬,전북 전주시 덕진구 호성동1가 738-2 번지에서 로드킬이 발생하였습니다.,2022-03-26,20:40,전북 전주시 덕진구,127.1479243556617,35.857275753009766
293,로드킬,경기 가평군 설악면 이천리 산 74-11 번지에서 로드킬이 발생하였습니다.,2022-03-26,17:39,경기 가평군,127.43815211687983,37.649481295700035
292,로드킬,서울 중구 을지로3가 344-3 번지에서 로드킬이 발생하였습니다.,2022-03-25,17:15,서울 중구,126.9901704245319,37.565594438903574
291,로드킬,충남 아산시 음봉면 원남리 369-1 번지에서 로드킬이 발생하였습니다.,2022-03-24,12:29,충남 아산시,127.02821418097334,36.86493022295309
290,로드킬,충남 아산시 음봉면 원남리 341-5 번지에서 로드킬이 발생하였습니다.,2022-03-24,12:29,충남 아산시,127.02879745564222,36.86501355660531
289,로드킬,충남 아산시 음봉면 원남리 341-5 번지에서 로드킬이 발생하였습니다.,2022-03-24,12:27,충남 아산시,127.02879745794311,36.86493023335252
288,로드킬,제주특별자치도 서귀포시 대정읍 일과리 1827-4 번지에서 로드킬이 발생하였습니다.,2022-03-24,12:08,제주특별자치도 서귀포시,126.22190820159454,33.24665154961187
287,로드킬,강원 홍천군 홍천읍 와동리 926-5 번지에서 로드킬이 발생하였습니다.,2022-03-24,10:55,강원 홍천군,127.93126860353917,37.724509161304404
286,로드킬,충북 충주시 단월동 677-20 번지에서 로드킬이 발생하였습니다.,2022-03-24,08:06,충북 충주시,127.91412643085326,36.94826961550241
285,로드킬,경북 경주시 외동읍 석계리 784-3 번지에서 로드킬이 발생하였습니다.,2022-03-21,17:34,경북 경주시,129.29658782367213,35.66178280013666
284,로드킬,경북 경주시 외동읍 녹동리 88-2 번지에서 로드킬이 발생하였습니다.,2022-03-21,11:23,경북 경주시,129.29622677426144,35.660810686053
283,로드킬,경기 여주시 가남읍 연대리 451-6 번지에서 로드킬이 발생하였습니다.,2022-03-19,15:59,경기 여주시,127.61256517435744,37.190929127520434
282,로드킬,경기 여주시 가남읍 연대리 167-1 번지에서 로드킬이 발생하였습니다.,2022-03-19,15:59,경기 여주시,127.61334311137014,37.182791239039624
281,로드킬,경남 김해시 강동 466 번지에서 로드킬이 발생하였습니다.,2022-03-19,15:11,경남 김해시,128.87725082229065,35.21152252712761
280,로드킬,충남 공주시 반포면 공암리 436-15 번지에서 로드킬이 발생하였습니다.,2022-03-17,08:43,충남 공주시,127.24626154183889,36.398490371249544
279,로드킬,경남 김해시 어방동 177-45 번지에서 로드킬이 발생하였습니다.,2022-03-16,17:46,경남 김해시,128.90574783523527,35.2232994462202
278,로드킬,경기 부천시 소사본동 257 번지에서 로드킬이 발생하였습니다.,2022-03-16,14:08,경기 부천시,126.79396970649233,37.482295509341746
277,로드킬,충북 청주시 청원구 율량동 산 60-4 번지에서 로드킬이 발생하였습니다.,2022-03-15,09:20,충북 청주시 청원구,127.503118318413,36.66865690752463
276,로드킬,울산 남구 옥동 96-3 번지에서 로드킬이 발생하였습니다.,2022-03-15,08:36,울산 남구,129.28675930556815,35.52552094724236
275,로드킬,경기 오산시 양산동 33-9 번지에서 로드킬이 발생하였습니다.,2022-03-14,20:29,경기 오산시,127.02917711167031,37.19527909007205
274,로드킬,충북 청주시 청원구 율량동 산 60-4 번지에서 로드킬이 발생하였습니다.,2022-03-14,09:20,충북 청주시 청원구,127.50303498998156,36.66876800373562
273,로드킬,경기 안산시 단원구 초지동 793 번지에서 로드킬이 발생하였습니다.,2022-03-13,22:24,경기 안산시 단원구,126.80975057797554,37.317260335002956
272,로드킬,전남 영암군 학산면 묵동리 313-11 번지에서 로드킬이 발생하였습니다.,2022-03-13,15:48,전남 영암군,126.651111879154,34.7026545083578
271,로드킬,충남 태안군 남면 당암리 214 번지에서 로드킬이 발생하였습니다.,2022-03-12,12:51,충남 태안군,126.3254552632998,36.626002383883524
270,로드킬,ROADKILL,2022-03-12,12:02,,126.8028947662463,37.1508637744253
269,로드킬,경기 안성시 원곡면 외가천리 97-1 번지에서 로드킬이 발생하였습니다.,2022-03-11,16:59,경기 안성시,127.13492133208943,37.03585588393675
268,로드킬,울산 울주군 범서읍 굴화리 산 13-1 번지에서 로드킬이 발생하였습니다.,2022-03-11,16:39,울산 울주군,129.24720645548933,35.56040496055198
267,로드킬,서울 강서구 개화동 258-8 번지에서 로드킬이 발생하였습니다.,2022-03-10,22:54,서울 강서구,126.80774308282862,37.59047700575438
266,로드킬,경기 남양주시 진접읍 연평리 614-2 번지에서 로드킬이 발생하였습니다.,2022-03-10,18:18,경기 남양주시,127.165760757305,37.6923599471389
265,로드킬,경기 김포시 운양동 1307-15 번지에서 로드킬이 발생하였습니다.,2022-03-09,17:47,경기 김포시,126.68766972211239,37.652967225062895
264,로드킬,전북 군산시 대야면 광교리 628-53 번지에서 로드킬이 발생하였습니다.,2022-03-08,17:16,전북 군산시,126.85083984955736,35.923957047511756
263,로드킬,전북 전주시 덕진구 용정동 282-1 번지에서 로드킬이 발생하였습니다.,2022-03-08,15:02,전북 전주시 덕진구,127.04543344356017,35.88329862771421
262,로드킬,전북 익산시 춘포면 춘포리 369-2 번지에서 로드킬이 발생하였습니다.,2022-03-08,14:59,전북 익산시,126.99738242610651,35.88510313036416
261,로드킬,충남 아산시 염치읍 백암리 16-4 번지에서 로드킬이 발생하였습니다.,2022-03-05,15:17,충남 아산시,127.03571538559095,36.794966595239345
260,로드킬,세종특별자치시 소정면 운당리 296 번지에서 로드킬이 발생하였습니다.,2022-03-05,11:30,세종특별자치시 세종시,127.1544289033361,36.695314083116706
259,로드킬,충남 아산시 염치읍 백암리 16-12 번지에서 로드킬이 발생하였습니다.,2022-03-05,10:58,충남 아산시,127.03488213117096,36.79502212924306
258,로드킬,세종특별자치시 아름동 800 번지에서 로드킬이 발생하였습니다.,2022-03-05,08:35,세종특별자치시 세종시,127.24759131374316,36.52408639142514
257,로드킬,서울 성동구 금호동4가 54-2 번지에서 로드킬이 발생하였습니다.,2022-03-05,08:29,서울 성동구,127.02327892979419,37.54376436601824
256,로드킬,ROADKILL,2022-03-04,12:01,,128.83953581014293,35.07720431921272
255,로드킬,부산 기장군 철마면 와여리 556-5 번지에서 로드킬이 발생하였습니다.,2022-03-03,08:23,부산 기장군,129.15286216182298,35.27699218554418
254,로드킬,경기 양평군 양평읍 신애리 476-15 번지에서 로드킬이 발생하였습니다.,2022-03-02,13:02,경기 양평군,127.48695679645395,37.51683168256038
253,로드킬,경기 광주시 초월읍 대쌍령리 450-5 번지에서 로드킬이 발생하였습니다.,2022-03-02,10:07,경기 광주시,127.28786870181528,37.38964904900372
252,로드킬,충남 서산시 예천동 316-11 번지에서 로드킬이 발생하였습니다.,2022-03-01,07:41,충남 서산시,126.4409404470863,36.76273782778198
251,로드킬,충남 서산시 예천동 350-17 번지에서 로드킬이 발생하였습니다.,2022-03-01,07:41,충남 서산시,126.4463566053989,36.76212688441873
250,로드킬,경기 이천시 모가면 신갈리 74 번지에서 로드킬이 발생하였습니다.,2022-02-27,18:02,경기 이천시,127.44377559036418,37.203285638998494
249,로드킬,세종특별자치시 전동면 심중리 494-2 번지에서 로드킬이 발생하였습니다.,2022-02-27,17:15,세종특별자치시 세종시,127.27675193514467,36.641878274853134
248,로드킬,세종특별자치시 전동면 석곡리 344 번지에서 로드킬이 발생하였습니다.,2022-02-27,17:12,세종특별자치시 세종시,127.24125476997526,36.662902880640885
247,로드킬,충남 아산시 염치읍 백암리 34-2 번지에서 로드킬이 발생하였습니다.,2022-02-27,16:36,충남 아산시,127.04052046197577,36.79552216921656
246,로드킬,강원 인제군 남면 신남리 산 121-10 번지에서 로드킬이 발생하였습니다.,2022-02-27,16:20,강원 인제군,128.0774414253183,37.96914879452854
245,로드킬,경기 김포시 하성면 하사리 247-9 번지에서 로드킬이 발생하였습니다.,2022-02-27,16:16,경기 김포시,126.63470142682286,37.69751639035952
244,로드킬,경기 화성시 오산동 211-7 번지에서 로드킬이 발생하였습니다.,2022-02-26,17:11,경기 화성시,127.09450419309329,37.19219730638215
243,로드킬,경기 김포시 장기동 1791 번지에서 로드킬이 발생하였습니다.,2022-02-26,17:04,경기 김포시,126.66853295557418,37.644134628955435
242,로드킬,충남 천안시 서북구 성거읍 요방리 166 번지에서 로드킬이 발생하였습니다.,2022-02-26,16:32,충남 천안시 서북구,127.18069982013971,36.85174010176177
241,로드킬,충남 서산시 운산면 가좌리 210 번지에서 로드킬이 발생하였습니다.,2022-02-26,15:47,충남 서산시,126.5667608418555,36.79076439755672
240,로드킬,경기 파주시 문산읍 사목리 745-3 번지에서 로드킬이 발생하였습니다.,2022-02-26,13:10,경기 파주시,126.75054613220189,37.87488565653891
239,로드킬,경기 화성시 정남면 괘랑리 1163-35 번지에서 로드킬이 발생하였습니다.,2022-02-25,14:15,경기 화성시,126.98734855083919,37.1698369840414
238,로드킬,경기 파주시 문산읍 마정리 1188-9 번지에서 로드킬이 발생하였습니다.,2022-02-25,13:29,경기 파주시,126.74740713162251,37.88952269663751
237,로드킬,경남 김해시 부곡동 397 번지에서 로드킬이 발생하였습니다.,2022-02-25,12:17,경남 김해시,128.79489741574315,35.211187705893806
236,로드킬,경기 용인시 처인구 남사읍 통삼리 산 184-2 번지에서 로드킬이 발생하였습니다.,2022-02-24,20:35,경기 용인시 처인구,127.12639164983761,37.13320503951283
235,로드킬,충남 논산시 광석면 득윤리 28-7 번지에서 로드킬이 발생하였습니다.,2022-02-24,13:50,충남 논산시,127.0584505318418,36.23878401872268
234,로드킬,경북 영천시 오미동 774-2 번지에서 로드킬이 발생하였습니다.,2022-02-21,08:25,경북 영천시,128.92516855767337,36.00048553684325
233,로드킬,경기 안성시 원곡면 칠곡리 산 181-2 번지에서 로드킬이 발생하였습니다.,2022-02-20,19:45,경기 안성시,127.16933405955454,37.05757609391545
232,로드킬,경남 창원시 마산회원구 내서읍 호계리 300 번지에서 로드킬이 발생하였습니다.,2022-02-19,16:08,경남 창원시 마산회원구,128.51978311440402,35.25359430030212
