일련번호,신고구분,신고내용,접수일자,접수시각,관할기관,GPS X,GPS Y
231,로드킬,충남 보령시 남포면 소송리 218 번지에서 로드킬이 발생하였습니다.,2022-02-19,11:24,충남 보령시,126.58821618680162,36.30360136513241
230,로드킬,충남 당진시 원당동 595-1 번지에서 로드킬이 발생하였습니다.,2022-02-19,10:11,충남 당진시,126.65119357948393,36.92100009727394
229,로드킬,인천 강화군 송해면 하도리 1186-1 번지에서 로드킬이 발생하였습니다.,2022-02-18,16:14,인천 강화군,126.44968978442229,37.76872661117653
228,로드킬,경기 양주시 장흥면 교현리 150-10 번지에서 로드킬이 발생하였습니다.,2022-02-18,06:36,경기 양주시,126.9707236362148,37.71377044880701
227,로드킬,충남 당진시 석문면 교로리 868-3 번지에서 로드킬이 발생하였습니다.,2022-02-16,13:56,충남 당진시,126.51773088019759,37.047093572563135
226,로드킬,경기 남양주시 조안면 능내리 산 7-6 번지에서 로드킬이 발생하였습니다.,2022-02-16,12:45,경기 남양주시,127.26445009902203,37.536103022926596
225,로드킬,경기 용인시 처인구 원삼면 목신리 147-1 번지에서 로드킬이 발생하였습니다.,2022-02-15,10:18,경기 용인시 처인구,127.3096798640706,37.118737887839835
224,로드킬,전북 완주군 이서면 금평리 155-3 번지에서 로드킬이 발생하였습니다.,2022-02-14,08:51,전북 완주군,127.05187875655957,35.826888819763056
223,로드킬,경기 수원시 권선구 호매실동 1436 번지에서 로드킬이 발생하였습니다.,2022-02-13,17:07,경기 수원시 권선구,126.95254379810143,37.26179741141957
222,로드킬,경기 고양시 일산동구 장항동 537-43 번지에서 로드킬이 발생하였습니다.,2022-02-13,14:35,경기 고양시 일산동구,126.7650515133353,37.63627620448632
221,로드킬,경기 용인시 처인구 이동읍 천리 산 319-5 번지에서 로드킬이 발생하였습니다.,2022-02-13,11:57,경기 용인시 처인구,127.20052178533437,37.18883851789071
220,로드킬,충남 당진시 석문면 삼봉리 966-17 번지에서 로드킬이 발생하였습니다.,2022-02-12,12:29,충남 당진시,126.5414795075871,37.01273704790254
219,로드킬,충남 당진시 석문면 통정리 602-8 번지에서 로드킬이 발생하였습니다.,2022-02-12,12:23,충남 당진시,126.58589255402597,36.98729646825813
218,로드킬,경기 의정부시 산곡동 486-2 번지에서 로드킬이 발생하였습니다.,2022-02-12,11:22,경기 의정부시,127.10371056385138,37.716439208218986
217,로드킬,충남 공주시 유구읍 유구리 89-2 번지에서 로드킬이 발생하였습니다.,2022-02-12,09:57,충남 공주시,126.98392137920212,36.5551335209156
216,로드킬,충남 홍성군 홍성읍 고암리 84-6 번지에서 로드킬이 발생하였습니다.,2022-02-11,21:06,충남 홍성군,126.68308835833167,36.5887630714167
215,로드킬,충남 부여군 은산면 가중리 13 번지에서 로드킬이 발생하였습니다.,2022-02-11,17:57,충남 부여군,126.85230202563785,36.29930090919713
214,로드킬,경기 화성시 봉담읍 분천리 188-9 번지에서 로드킬이 발생하였습니다.,2022-02-11,15:42,경기 화성시,126.96404448551499,37.19741655081094
213,로드킬,경기 화성시 남양읍 송림리 32-7 번지에서 로드킬이 발생하였습니다.,2022-02-11,08:31,경기 화성시,126.82133507266603,37.23527051296462
212,로드킬,경기 용인시 처인구 포곡읍 삼계리 4 번지에서 로드킬이 발생하였습니다.,2022-02-09,22:25,경기 용인시 처인구,127.24651413248215,37.30127014670967
211,로드킬,경기 남양주시 진접읍 연평리 837-1 번지에서 로드킬이 발생하였습니다.,2022-02-09,09:05,경기 남양주시,127.16906627165102,37.68263897150527
210,로드킬,강원 인제군 인제읍 남북리 373-6 번지에서 로드킬이 발생하였습니다.,2022-02-08,20:52,강원 인제군,128.16587437778583,38.062972375219054
209,로드킬,강원 인제군 인제읍 남북리 373-6 번지에서 로드킬이 발생하였습니다.,2022-02-08,20:51,강원 인제군,128.1659299287856,38.06294460190264
208,로드킬,충남 서천군 판교면 흥림리 447-15 번지에서 로드킬이 발생하였습니다.,2022-02-07,18:02,충남 서천군,126.68582248709257,36.12973506939986
207,로드킬,경기 용인시 처인구 이동읍 천리 산 319-7 번지에서 로드킬이 발생하였습니다.,2022-02-07,18:01,경기 용인시 처인구,127.20099399556301,37.18764422691477
206,로드킬,충남 아산시 염치읍 대동리 147-2 번지에서 로드킬이 발생하였습니다.,2022-02-07,17:09,충남 아산시,127.04340876139105,36.80679863525146
205,로드킬,전북 익산시 오산면 장신리 39 번지에서 로드킬이 발생하였습니다.,2022-02-07,14:13,전북 익산시,126.93183136874694,35.952177293861794
204,로드킬,전북 익산시 오산면 영만리 41-23 번지에서 로드킬이 발생하였습니다.,2022-02-07,14:08,전북 익산시,126.91222202023634,35.95642644427853
203,로드킬,충남 서천군 마서면 어리 19-9 번지에서 로드킬이 발생하였습니다.,2022-02-07,13:41,충남 서천군,126.70782234869215,36.05443893386354
202,로드킬,충남 예산군 오가면 신석리 190-5 번지에서 로드킬이 발생하였습니다.,2022-02-05,22:01,충남 예산군,126.77224387945299,36.6830310217493
201,로드킬,충남 예산군 오가면 좌방리 207-18 번지에서 로드킬이 발생하였습니다.,2022-02-05,22:00,충남 예산군,126.77107722928238,36.686586127221894
200,로드킬,경기 남양주시 진접읍 연평리 837-1 번지에서 로드킬이 발생하였습니다.,2022-02-05,18:14,경기 남양주시,127.16901073196595,37.68227790343357
199,로드킬,강원 인제군 남면 어론리 833-2 번지에서 로드킬이 발생하였습니다.,2022-02-04,22:14,강원 인제군,128.06324927814674,37.93915218227389
198,로드킬,전남 해남군 옥천면 신계리 80-8 번지에서 로드킬이 발생하였습니다.,2022-02-03,15:22,전남 해남군,126.63880999687619,34.59927762209715
197,로드킬,충남 당진시 송악읍 반촌리 837-1 번지에서 로드킬이 발생하였습니다.,2022-02-03,09:26,충남 당진시,126.70110584974857,36.9048084917355
196,로드킬,광주 남구 노대동 722 번지에서 로드킬이 발생하였습니다.,2022-02-02,16:49,광주 남구,126.90235581666097,35.11074930936974
195,로드킬,충남 아산시 탕정면 용두리 436-2 번지에서 로드킬이 발생하였습니다.,2022-02-02,08:50,충남 아산시,127.04729732842597,36.80485449513896
194,로드킬,경기 남양주시 진접읍 내각리 85-6 번지에서 로드킬이 발생하였습니다.,2022-01-31,16:51,경기 남양주시,127.17700919662367,37.70833042615784
193,로드킬,충남 당진시 석문면 통정리 959-12 번지에서 로드킬이 발생하였습니다.,2022-01-31,16:06,충남 당진시,126.57119934926449,36.99415648966095
192,로드킬,충남 당진시 송악읍 고대리 194-1235 번지에서 로드킬이 발생하였습니다.,2022-01-31,11:14,충남 당진시,126.74465517995665,36.97813370450782
191,로드킬,경기 남양주시 진건읍 신월리 653-35 번지에서 로드킬이 발생하였습니다.,2022-01-31,09:00,경기 남양주시,127.15337388546254,37.66441868548871
190,로드킬,충남 천안시 동남구 목천읍 소사리 산 79-8 번지에서 로드킬이 발생하였습니다.,2022-01-30,18:37,충남 천안시 동남구,127.1701761900611,36.73867024157353
189,로드킬,경기 남양주시 진접읍 내각리 85-6 번지에서 로드킬이 발생하였습니다.,2022-01-30,16:47,경기 남양주시,127.17709251860232,37.708441525234825
188,로드킬,강원 횡성군 둔내면 삽교리 938 번지에서 로드킬이 발생하였습니다.,2022-01-30,13:54,강원 횡성군,128.28457363756473,37.5273454054267
187,로드킬,ROADKILL,2022-01-29,22:59,,126.93827814795831,36.87517738241658
186,로드킬,충북 괴산군 괴산읍 동부리 산 10-12 번지에서 로드킬이 발생하였습니다.,2022-01-29,21:53,충북 괴산군,127.79514161770219,36.81747763874608
185,로드킬,경북 청송군 주왕산면 주산지리 산 40-1 번지에서 로드킬이 발생하였습니다.,2022-01-27,16:29,경북 청송군,129.19057809408287,36.33856144920196
184,로드킬,경기 구리시 토평동 800-8 번지에서 로드킬이 발생하였습니다.,2022-01-27,15:51,경기 구리시,127.13407277695585,37.57542918491846
183,로드킬,강원 횡성군 둔내면 현천리 373-8 번지에서 로드킬이 발생하였습니다.,2022-01-27,14:59,강원 횡성군,128.1853343474292,37.49015357944258
182,로드킬,충남 당진시 송산면 당산리 469-11 번지에서 로드킬이 발생하였습니다.,2022-01-27,12:43,충남 당진시,126.63897178462602,36.94882984231343
181,로드킬,제주특별자치도 제주시 구좌읍 종달리 2598 번지에서 로드킬이 발생하였습니다.,2022-01-27,10:23,제주특별자치도 제주시,126.89317351737635,33.4960777348864
180,로드킬,경남 창원시 진해구 안골동 517-43 번지에서 로드킬이 발생하였습니다.,2022-01-25,23:33,경남 창원시 진해구,128.7997335273343,35.09334057269776
179,로드킬,전북 완주군 소양면 신원리 산 90-1 번지에서 로드킬이 발생하였습니다.,2022-01-25,13:29,전북 완주군,127.29785469124174,35.8506958398321
178,로드킬,경기 용인시 처인구 포곡읍 마성리 325-1 번지에서 로드킬이 발생하였습니다.,2022-01-24,16:16,경기 용인시 처인구,127.1947143836919,37.27385586916183
177,로드킬,충남 당진시 정미면 모평리 390-13 번지에서 로드킬이 발생하였습니다.,2022-01-24,13:32,충남 당진시,126.59472815161419,36.87233833892155
176,로드킬,경기 김포시 고촌읍 전호리 519-8 번지에서 로드킬이 발생하였습니다.,2022-01-24,09:35,경기 김포시,126.7833844808173,37.585921569265686
175,로드킬,경기 남양주시 진접읍 내각리 461-6 번지에서 로드킬이 발생하였습니다.,2022-01-24,09:15,경기 남양주시,127.16576074604788,37.69274878857834
174,로드킬,전북 남원시 송동면 신평리 1812-1 번지에서 로드킬이 발생하였습니다.,2022-01-24,08:51,전북 남원시,127.32689236303706,35.36953145533594
173,로드킬,경북 영천시 금노동 684-1 번지에서 로드킬이 발생하였습니다.,2022-01-22,11:29,경북 영천시,128.9319191642895,35.95718525982409
172,로드킬,경기 용인시 기흥구 보라동 327-2 번지에서 로드킬이 발생하였습니다.,2022-01-22,10:44,경기 용인시 기흥구,127.10439025501978,37.258411666227545
171,로드킬,제주특별자치도 서귀포시 성산읍 고성리 480-2 번지에서 로드킬이 발생하였습니다.,2022-01-21,19:02,제주특별자치도 서귀포시,126.91670040915085,33.44022350198667
170,로드킬,충남 당진시 송악읍 반촌리 29-3 번지에서 로드킬이 발생하였습니다.,2022-01-20,23:01,충남 당진시,126.71229946485849,36.89544871147634
169,로드킬,충남 아산시 장존동 570-9 번지에서 로드킬이 발생하였습니다.,2022-01-20,19:55,충남 아산시,127.01349671377304,36.74380571628984
168,로드킬,경기 파주시 문산읍 마정리 1215-5 번지에서 로드킬이 발생하였습니다.,2022-01-20,13:37,경기 파주시,126.74726829778291,37.88807842654979
167,로드킬,경기 김포시 대곶면 대벽리 429-4 번지에서 로드킬이 발생하였습니다.,2022-01-19,13:55,경기 김포시,126.58518064027301,37.62149702083966
166,로드킬,경남 양산시 하북면 순지리 272-13 번지에서 로드킬이 발생하였습니다.,2022-01-17,12:36,경남 양산시,129.08766770277836,35.4943264154524
165,로드킬,울산 울주군 범서읍 입암리 587-2 번지에서 로드킬이 발생하였습니다.,2022-01-17,08:45,울산 울주군,129.22215286623788,35.57368069220295
164,로드킬,충남 천안시 동남구 용곡동 145-3 번지에서 로드킬이 발생하였습니다.,2022-01-16,14:39,충남 천안시 동남구,127.13831688757068,36.7843863717993
163,로드킬,충남 홍성군 홍성읍 학계리 11 번지에서 로드킬이 발생하였습니다.,2022-01-15,19:39,충남 홍성군,126.67372843110712,36.57829195035612
162,로드킬,충남 홍성군 홍성읍 고암리 875-4 번지에서 로드킬이 발생하였습니다.,2022-01-15,19:39,충남 홍성군,126.67345067120557,36.57862523860825
161,로드킬,충남 홍성군 홍성읍 고암리 875-4 번지에서 로드킬이 발생하였습니다.,2022-01-15,19:39,충남 홍성군,126.67347844555914,36.578653013516494
160,로드킬,전북 김제시 복죽동 449-18 번지에서 로드킬이 발생하였습니다.,2022-01-15,15:25,전북 김제시,126.8505928487488,35.80983181452384
159,로드킬,전북 정읍시 북면 화해리 548-1 번지에서 로드킬이 발생하였습니다.,2022-01-15,12:47,전북 정읍시,126.88192854145166,35.603301472139485
158,로드킬,충북 옥천군 동이면 금암리 87 번지에서 로드킬이 발생하였습니다.,2022-01-15,10:02,충북 옥천군,127.642560030092,36.28595544398525
157,로드킬,부산 금정구 회동동 산 4-23 번지에서 로드킬이 발생하였습니다.,2022-01-14,18:11,부산 금정구,129.12944883181757,35.23574660573663
156,로드킬,경기 용인시 기흥구 공세동 309-2 번지에서 로드킬이 발생하였습니다.,2022-01-14,14:16,경기 용인시 기흥구,127.1087793258569,37.23688658214827
155,로드킬,경기 김포시 고촌읍 전호리 519-8 번지에서 로드킬이 발생하였습니다.,2022-01-14,11:10,경기 김포시,126.78299562599553,37.5860604342373
154,로드킬,세종특별자치시 전의면 동교리 15-18 번지에서 로드킬이 발생하였습니다.,2022-01-13,08:26,세종특별자치시 세종시,127.21689570998949,36.673540050016975
153,로드킬,경기 화성시 비봉면 삼화리 85-637 번지에서 로드킬이 발생하였습니다.,2022-01-13,08:17,경기 화성시,126.85280338918786,37.26557294566401
152,로드킬,충남 예산군 오가면 신장리 612-1 번지에서 로드킬이 발생하였습니다.,2022-01-12,14:26,충남 예산군,126.79529771180687,36.66445033808452
151,로드킬,충남 홍성군 홍동면 신기리 345-4 번지에서 로드킬이 발생하였습니다.,2022-01-12,13:04,충남 홍성군,126.7115304286316,36.5749596786228
150,로드킬,충남 예산군 덕산면 사천리 산 38-3 번지에서 로드킬이 발생하였습니다.,2022-01-12,11:35,충남 예산군,126.62484215722898,36.656837165785745
149,로드킬,충남 당진시 석문면 초락도리 204-8 번지에서 로드킬이 발생하였습니다.,2022-01-12,09:51,충남 당진시,126.50798302919641,37.0028765481604
148,로드킬,경기 김포시 고촌읍 전호리 519-8 번지에서 로드킬이 발생하였습니다.,2022-01-12,09:09,경기 김포시,126.78341225588103,37.58592156976348
147,로드킬,충남 당진시 면천면 문봉리 836-3 번지에서 로드킬이 발생하였습니다.,2022-01-11,15:40,충남 당진시,126.70430263725817,36.807264805038166
146,로드킬,충남 홍성군 홍동면 신기리 산 49-1 번지에서 로드킬이 발생하였습니다.,2022-01-10,13:40,충남 홍성군,126.71400246453774,36.57301551202451
145,로드킬,충남 아산시 염치읍 백암리 95-2 번지에서 로드킬이 발생하였습니다.,2022-01-09,13:40,충남 아산시,127.04318659276278,36.80563210565385
144,로드킬,경기 파주시 광탄면 방축리 817-4 번지에서 로드킬이 발생하였습니다.,2022-01-07,19:04,경기 파주시,126.84534430457695,37.808256631318734
143,로드킬,충남 당진시 석문면 통정리 산 188-10 번지에서 로드킬이 발생하였습니다.,2022-01-07,16:13,충남 당진시,126.59519736823911,36.98135290793098
142,로드킬,경남 양산시 동면 법기리 886-2 번지에서 로드킬이 발생하였습니다.,2022-01-07,10:42,경남 양산시,129.12300221753833,35.33484591292824
141,로드킬,서울 동대문구 휘경동 42-4 번지에서 로드킬이 발생하였습니다.,2022-01-06,18:57,서울 동대문구,127.06449579487361,37.590509414613784
140,로드킬,충북 음성군 삼성면 양덕리 470-3 번지에서 로드킬이 발생하였습니다.,2022-01-06,18:15,충북 음성군,127.48461009330113,37.02383590098434
139,로드킬,경북 포항시 남구 오천읍 원리 892 번지에서 로드킬이 발생하였습니다.,2022-01-06,16:59,경북 포항시 남구,129.39881931418896,35.96972048753359
138,로드킬,충남 청양군 청남면 중산리 700 번지에서 로드킬이 발생하였습니다.,2022-01-06,16:40,충남 청양군,126.9680955263381,36.334298726942365
137,로드킬,충남 청양군 청남면 중산리 558-1 번지에서 로드킬이 발생하였습니다.,2022-01-06,16:40,충남 청양군,126.9667622725826,36.33610404192371
136,로드킬,경기 안양시 동안구 호계동 1023 번지에서 로드킬이 발생하였습니다.,2022-01-06,16:32,경기 안양시 동안구,126.9599288994143,37.37083983847007
135,로드킬,강원 속초시 교동 619-126 번지에서 로드킬이 발생하였습니다.,2022-01-06,16:29,강원 속초시,128.5730247031472,38.20632390862005
134,로드킬,경기 구리시 사노동 38-7 번지에서 로드킬이 발생하였습니다.,2022-01-06,14:52,경기 구리시,127.14815300097503,37.63572764539542
133,로드킬,경기 용인시 처인구 양지면 주북리 1117-11 번지에서 로드킬이 발생하였습니다.,2022-01-06,14:11,경기 용인시 처인구,127.23943298319104,37.248665295300725
132,로드킬,경기 용인시 처인구 이동읍 천리 90-6 번지에서 로드킬이 발생하였습니다.,2022-01-06,13:33,경기 용인시 처인구,127.21454821771796,37.188338832556745
131,로드킬,충남 공주시 의당면 도신리 632-8 번지에서 로드킬이 발생하였습니다.,2022-01-06,12:44,충남 공주시,127.16929170479145,36.581716939279936
130,로드킬,경기 남양주시 이패동 산 43-2 번지에서 로드킬이 발생하였습니다.,2022-01-06,10:48,경기 남양주시,127.20253722982454,37.613453576861076
129,로드킬,경남 진주시 상대동 332-1 번지에서 로드킬이 발생하였습니다.,2022-01-06,10:41,경남 진주시,128.11596163613578,35.18856687698847
128,로드킬,경기 용인시 처인구 이동읍 화산리 723 번지에서 로드킬이 발생하였습니다.,2022-01-06,10:10,경기 용인시 처인구,127.20888329803697,37.145954982700744
127,로드킬,전북 부안군 동진면 동전리 1459-1 번지에서 로드킬이 발생하였습니다.,2022-01-06,09:45,전북 부안군,126.77082409953975,35.75522586122488
126,로드킬,충남 당진시 석문면 교로리 산 6-39 번지에서 로드킬이 발생하였습니다.,2022-01-06,09:41,충남 당진시,126.49776045701944,37.052314811603665
125,로드킬,경기 용인시 기흥구 언남동 318-1 번지에서 로드킬이 발생하였습니다.,2022-01-06,08:40,경기 용인시 기흥구,127.11949877600352,37.29810156136242
124,로드킬,경기 용인시 기흥구 언남동 318-1 번지에서 로드킬이 발생하였습니다.,2022-01-06,08:36,경기 용인시 기흥구,127.11947100171022,37.29807378645767
123,로드킬,경기 용인시 기흥구 언남동 318-1 번지에서 로드킬이 발생하였습니다.,2022-01-06,08:28,경기 용인시 기흥구,127.11949877600352,37.29810156136242
122,로드킬,경기 용인시 기흥구 언남동 318-1 번지에서 로드킬이 발생하였습니다.,2022-01-06,08:27,경기 용인시 기흥구,127.11949877600352,37.29810156136242
121,로드킬,경기 용인시 기흥구 언남동 318-1 번지에서 로드킬이 발생하였습니다.,2022-01-06,08:23,경기 용인시 기흥구,127.11949877600352,37.29810156136242
120,로드킬,경기 용인시 기흥구 언남동 318-1 번지에서 로드킬이 발생하였습니다.,2022-01-06,08:21,경기 용인시 기흥구,127.11938768040403,37.29793491293833
119,로드킬,경기 광주시 곤지암읍 곤지암리 520-2 번지에서 로드킬이 발생하였습니다.,2022-01-06,06:01,경기 광주시,127.33642104017363,37.337461833929346
118,로드킬,경기 용인시 기흥구 보정동 1019-636 번지에서 로드킬이 발생하였습니다.,2022-01-06,00:13,경기 용인시 기흥구,127.10138950876912,37.29510159858846
117,로드킬,충북 진천군 진천읍 송두리 607 번지에서 로드킬이 발생하였습니다.,2022-01-05,22:10,충북 진천군,127.46156114506869,36.86885421896005
116,로드킬,서울 중구 저동1가 114 번지에서 로드킬이 발생하였습니다.,2022-01-05,19:06,서울 중구,126.98719850492135,37.5651499949014
115,로드킬,경기 안산시 상록구 본오동 588-287 번지에서 로드킬이 발생하였습니다.,2022-01-05,18:44,경기 안산시 상록구,126.86008012765775,37.27743274462109
114,로드킬,경남 남해군 미조면 미조리 105-4 번지에서 로드킬이 발생하였습니다.,2022-01-05,18:02,경남 남해군,128.04528633365888,34.71284392022981
113,로드킬,전북 남원시 인월면 서무리 185-3 번지에서 로드킬이 발생하였습니다.,2022-01-05,17:45,전북 남원시,127.5951698140542,35.47346826372734
112,로드킬,경기 남양주시 진접읍 팔야리 419-7 번지에서 로드킬이 발생하였습니다.,2022-01-05,17:25,경기 남양주시,127.21669843707987,37.754075569594534
111,로드킬,서울 강서구 방화동 46-5 번지에서 로드킬이 발생하였습니다.,2022-01-05,16:03,서울 강서구,126.81838108117483,37.58522783727195
110,로드킬,경기 의정부시 금오동 51-11 번지에서 로드킬이 발생하였습니다.,2022-01-05,15:03,경기 의정부시,127.08068387379956,37.75662832492156
109,로드킬,대전 동구 삼성동 481 번지에서 로드킬이 발생하였습니다.,2022-01-05,13:14,대전 동구,127.43230085000617,36.34075063606867
108,로드킬,경기 고양시 덕양구 지축동 725-10 번지에서 로드킬이 발생하였습니다.,2022-01-05,12:52,경기 고양시 덕양구,126.90742602561781,37.65238790994889
107,로드킬,경기 안성시 미양면 진촌리 53-2 번지에서 로드킬이 발생하였습니다.,2022-01-05,12:29,경기 안성시,127.20122232345737,36.969809520690355
106,로드킬,경북 경주시 용강동 산 11 번지에서 로드킬이 발생하였습니다.,2022-01-05,10:44,경북 경주시,129.23439301579248,35.876895007434165
105,로드킬,경기 성남시 수정구 창곡동 574-1 번지에서 로드킬이 발생하였습니다.,2022-01-05,09:09,경기 성남시 수정구,127.14615812424813,37.46413740559205
104,로드킬,경기 남양주시 진접읍 내각리 73-15 번지에서 로드킬이 발생하였습니다.,2022-01-05,08:02,경기 남양주시,127.1714820743206,37.704330813149134
103,로드킬,경기 남양주시 진접읍 내각리 334-8 번지에서 로드킬이 발생하였습니다.,2022-01-05,08:00,경기 남양주시,127.16734368919158,37.70088671332246
102,로드킬,경기 남양주시 진건읍 신월리 312-14 번지에서 로드킬이 발생하였습니다.,2022-01-05,07:57,경기 남양주시,127.16831642440589,37.679889293287864
101,로드킬,경기 시흥시 대야동 산 133-4 번지에서 로드킬이 발생하였습니다.,2022-01-05,07:50,경기 시흥시,126.78472125376507,37.45938147021797
100,로드킬,대전 서구 도마동 501 번지에서 로드킬이 발생하였습니다.,2022-01-05,07:25,대전 서구,127.3804453628665,36.31661371704697
99,로드킬,인천 부평구 구산동 304-7 번지에서 로드킬이 발생하였습니다.,2022-01-05,07:22,인천 부평구,126.75464059760213,37.46854648244356
98,로드킬,대전 서구 도마동 333-34 번지에서 로드킬이 발생하였습니다.,2022-01-05,02:45,대전 서구,127.37089068101112,36.31811336607969
97,로드킬,대전 중구 대흥동 908 번지에서 로드킬이 발생하였습니다.,2022-01-04,22:27,대전 중구,127.42919040864923,36.3271688780198
96,로드킬,경기 용인시 기흥구 지곡동 464 번지에서 로드킬이 발생하였습니다.,2022-01-04,21:36,경기 용인시 기흥구,127.12613824120906,37.25496803292724
95,로드킬,경기 수원시 팔달구 화서동 183-11 번지에서 로드킬이 발생하였습니다.,2022-01-04,20:22,경기 수원시 팔달구,126.99690011137456,37.27912943448989
94,로드킬,ROADKILL,2022-01-04,19:35,,128.12393533014853,36.12434468410771
93,로드킬,경기 용인시 기흥구 신갈동 374-11 번지에서 로드킬이 발생하였습니다.,2022-01-04,19:31,경기 용인시 기흥구,127.10330634608674,37.28249205439211
92,로드킬,경기 용인시 기흥구 신갈동 417-37 번지에서 로드킬이 발생하였습니다.,2022-01-04,19:29,경기 용인시 기흥구,127.10327884670721,37.27274323840159
91,로드킬,경기 용인시 기흥구 신갈동 461-4 번지에서 로드킬이 발생하였습니다.,2022-01-04,19:29,경기 용인시 기흥구,127.10330663906393,37.2721322020307
90,로드킬,경기 용인시 수지구 죽전동 1417 번지에서 로드킬이 발생하였습니다.,2022-01-04,19:12,경기 용인시 수지구,127.11849809364232,37.325598201271724
89,로드킬,경기 하남시 초이동 574 번지에서 로드킬이 발생하였습니다.,2022-01-04,18:36,경기 하남시,127.17126471429346,37.536573485995575
88,로드킬,강원 원주시 지정면 안창리 577-5 번지에서 로드킬이 발생하였습니다.,2022-01-04,18:27,강원 원주시,127.8079861381847,37.34871917899593
87,로드킬,서울 강서구 화곡동 905-4 번지에서 로드킬이 발생하였습니다.,2022-01-04,18:18,서울 강서구,126.84718542348122,37.52876301997925
86,로드킬,경기 수원시 영통구 매탄동 1352 번지에서 로드킬이 발생하였습니다.,2022-01-04,17:42,경기 수원시 영통구,127.04195181176253,37.26060471845639
85,로드킬,경북 경주시 외동읍 석계리 772-9 번지에서 로드킬이 발생하였습니다.,2022-01-04,17:34,경북 경주시,129.29747671936386,35.65864429963272
84,로드킬,서울 노원구 상계동 1119-79 번지에서 로드킬이 발생하였습니다.,2022-01-04,16:57,서울 노원구,127.05663301577681,37.67527670861509
83,로드킬,서울 강동구 천호동 167-207 번지에서 로드킬이 발생하였습니다.,2022-01-04,16:29,서울 강동구,127.13318500272013,37.5396279760082
82,로드킬,충북 괴산군 괴산읍 제월리 853 번지에서 로드킬이 발생하였습니다.,2022-01-04,15:25,충북 괴산군,127.83822065277597,36.82308886807554
81,로드킬,충남 예산군 대술면 송석리 465-6 번지에서 로드킬이 발생하였습니다.,2022-01-04,14:53,충남 예산군,126.93803334514196,36.68628354946465
80,로드킬,경기 용인시 수지구 성복동 723 번지에서 로드킬이 발생하였습니다.,2022-01-04,14:18,경기 용인시 수지구,127.06650345050431,37.31484856844041
79,로드킬,충북 제천시 송학면 포전리 323-2 번지에서 로드킬이 발생하였습니다.,2022-01-04,12:29,충북 제천시,128.24333751366942,37.19619028681665
78,로드킬,울산 울주군 웅촌면 고연리 407-3 번지에서 로드킬이 발생하였습니다.,2022-01-04,10:20,울산 울주군,129.17016143045623,35.44316735138406
77,로드킬,전북 정읍시 고부면 만수리 701-1 번지에서 로드킬이 발생하였습니다.,2022-01-04,08:46,전북 정읍시,126.79827015866994,35.59088485187231
76,로드킬,경기 용인시 기흥구 지곡동 307-9 번지에서 로드킬이 발생하였습니다.,2022-01-04,06:39,경기 용인시 기흥구,127.13230463846088,37.24333066888077
75,로드킬,경기 광주시 탄벌동 44-7 번지에서 로드킬이 발생하였습니다.,2022-01-04,02:50,경기 광주시,127.25073267728611,37.41558966131435
74,로드킬,서울 강남구 삼성동 55 번지에서 로드킬이 발생하였습니다.,2022-01-03,20:34,서울 강남구,127.05294341860494,37.51876794954191
73,로드킬,서울 성북구 정릉동 1031 번지에서 로드킬이 발생하였습니다.,2022-01-03,20:23,서울 성북구,127.00725069286956,37.6145054496013
72,로드킬,서울 성북구 정릉동 1031 번지에서 로드킬이 발생하였습니다.,2022-01-03,20:19,서울 성북구,127.00783397086094,37.61444991139059
71,로드킬,경기 안성시 원곡면 반제리 705 번지에서 로드킬이 발생하였습니다.,2022-01-03,19:16,경기 안성시,127.16380767309266,37.0270241405211
70,로드킬,경기 의정부시 가능동 15-431 번지에서 로드킬이 발생하였습니다.,2022-01-03,19:06,경기 의정부시,127.04713176027354,37.751017287713864
69,로드킬,경기 성남시 수정구 신흥동 2466 번지에서 로드킬이 발생하였습니다.,2022-01-03,18:59,경기 성남시 수정구,127.15185253791383,37.44583418138336
68,로드킬,충남 서산시 해미면 삼송리 산 31-1 번지에서 로드킬이 발생하였습니다.,2022-01-03,17:05,충남 서산시,126.56601227191813,36.740298270475144
67,로드킬,울산 남구 선암동 607-9 번지에서 로드킬이 발생하였습니다.,2022-01-03,16:31,울산 남구,129.30959074835224,35.516966837134696
66,로드킬,경기 용인시 처인구 모현읍 왕산리 945-2 번지에서 로드킬이 발생하였습니다.,2022-01-03,16:15,경기 용인시 처인구,127.25173483767173,37.33668260586139
65,로드킬,경기 파주시 조리읍 뇌조리 230-2 번지에서 로드킬이 발생하였습니다.,2022-01-03,16:07,경기 파주시,126.8180427081178,37.763400512819565
64,로드킬,충남 부여군 규암면 석우리 93-9 번지에서 로드킬이 발생하였습니다.,2022-01-03,15:53,충남 부여군,126.85974635133687,36.276914842613046
63,로드킬,충남 아산시 염치읍 동정리 10-12 번지에서 로드킬이 발생하였습니다.,2022-01-03,15:27,충남 아산시,127.00974467935261,36.83098955495956
62,로드킬,충남 부여군 구룡면 태양리 14-1 번지에서 로드킬이 발생하였습니다.,2022-01-03,14:50,충남 부여군,126.81711225463803,36.25061170672591
61,로드킬,강원 원주시 신림면 황둔리 972-10 번지에서 로드킬이 발생하였습니다.,2022-01-03,14:46,강원 원주시,128.1662322851362,37.24829363501257
60,로드킬,경기 부천시 괴안동 252 번지에서 로드킬이 발생하였습니다.,2022-01-03,13:31,경기 부천시,126.81310688872175,37.476602101400225
