지점번호,지점명,일자,일평균기온,강수량,일평균풍속,일조시간,전운량,강수계속시간,습도
119,수원,20200912,20.0,8.3,1.2,0.0,9.5,18.5,90.1
129,서산(농),20200912,19.1,17.3,1.9,0.0,7.4,,92.0
108,서울,20200912,20.2,5.7,2.0,0.0,9.5,18.58,83.8
244,임실,20200912,19.5,3.2,0.9,2.3,8.4,,90.1
143,대구,20200912,19.9,3.8,1.3,0.0,9.8,9.15,90.9
121,영월,20200912,18.8,13.3,1.4,0.0,8.6,,82.4
288,밀양,20200912,21.4,1.1,1.9,1.2,7.3,,74.1
232,천안,20200912,18.7,12.5,0.8,0.0,7.4,,96.3
236,부여,20200912,19.0,6.8,1.1,0.0,6.3,,94.1
112,인천,20200912,19.8,6.6,2.7,0.1,9.3,15.33,86.5
159,부산,20200912,21.7,1.5,3.8,3.3,8.4,3.83,77.9
146,전주,20200912,20.7,1.0,1.9,2.8,8.8,4.78,82.3
235,보령,20200912,19.5,2.4,3.3,0.0,6.8,,85.6
98,동두천,20200912,19.1,4.4,1.0,1.8,8.6,,91.3
202,양평,20200912,19.6,10.6,1.6,0.1,8.1,,86.5
152,울산,20200912,20.1,4.6,3.0,0.2,10.0,10.25,91.8
184,제주,20200912,23.1,0.0,1.6,2.0,7.8,,81.1
172,고창,20200912,20.5,10.4,3.3,1.4,6.1,,89.9
168,여수,20200912,22.6,0.2,5.5,7.0,7.9,1.78,75.0
108,서울,20200913,21.5,0.0,1.9,9.8,2.8,,70.4
146,전주,20200913,21.3,0.8,1.1,6.0,6.4,1.45,81.9
192,진주,20200913,20.5,0.4,0.5,1.0,8.0,,86.8
266,광양시,20200913,21.4,0.1,1.0,0.2,6.9,,73.3
152,울산,20200913,19.4,0.0,2.0,3.1,8.5,,85.6
189,서귀포,20200913,22.3,37.7,1.4,5.2,7.5,4.4,92.6
236,부여,20200913,21.3,0.0,1.1,8.6,3.5,,78.3
202,양평,20200913,20.2,0.0,0.9,10.2,3.1,,77.1
203,이천,20200913,20.5,0.0,0.9,9.0,2.9,,77.5
279,구미,20200913,21.3,0.0,0.5,5.6,6.0,,78.4
253,김해시,20200913,20.5,0.0,1.3,1.1,7.3,,81.8
98,동두천,20200913,19.8,0.0,1.0,11.1,3.5,,82.0
177,홍성,20200913,20.7,0.0,1.5,11.5,2.1,,78.1
239,세종,20200913,21.0,0.0,1.2,9.5,3.8,,71.9
119,수원,20200913,21.3,0.0,1.5,10.5,1.9,,74.4
185,고산,20200913,23.2,1.7,2.3,5.5,6.3,,90.9
284,거창,20200913,19.8,0.5,0.5,1.8,6.9,,87.1
156,광주,20200914,22.3,0.0,1.1,8.4,6.6,,84.6
119,수원,20200914,21.0,0.0,1.4,10.3,3.5,,86.5
135,추풍령,20200914,19.3,0.0,1.7,10.3,3.3,,76.4
108,서울,20200914,21.3,0.0,1.8,5.7,4.6,0.42,79.3
133,대전,20200914,21.9,0.0,1.0,10.8,3.6,,80.0
112,인천,20200914,21.5,0.0,2.4,10.2,4.4,,76.3
247,남원,20200914,21.1,0.0,1.2,7.5,6.1,,83.6
202,양평,20200915,21.5,0.0,1.0,7.7,6.1,,83.5
232,천안,20200915,21.2,0.0,0.7,6.4,6.1,,85.1
119,수원,20200915,22.6,0.0,1.2,7.2,6.9,,83.5
211,인제,20200915,20.7,0.0,1.0,7.1,7.0,,80.5
108,서울,20200915,23.0,0.0,1.6,5.1,7.5,,76.4
143,대구,20200915,22.9,0.0,1.7,7.8,6.3,,71.5
98,동두천,20200915,21.7,0.0,0.9,8.4,7.1,,85.8
243,부안,20200915,22.2,0.0,1.0,8.1,6.1,,80.6
95,철원,20200915,21.2,0.0,0.7,10.3,7.5,,87.6
257,양산시,20200915,23.2,0.0,1.7,5.7,7.1,,77.4
235,보령,20200915,21.5,0.0,0.7,8.1,7.3,,80.6
119,수원,20200916,21.8,0.0,1.8,1.0,8.4,1.28,89.9
98,동두천,20200916,20.6,3.7,0.8,0.3,8.0,,94.8
112,인천,20200916,21.9,0.5,2.9,3.3,8.3,5.83,81.6
108,서울,20200916,22.5,0.3,1.9,0.3,9.4,5.75,79.9
203,이천,20200916,20.9,1.8,0.9,0.0,7.1,,95.1
140,군산,20200916,21.3,3.3,0.7,0.1,6.0,,93.4
243,부안,20200916,21.8,2.8,1.1,0.6,5.4,,93.8
159,부산,20200916,22.6,1.2,2.0,0.1,9.9,2.98,85.9
105,강릉,20200916,22.7,0.2,1.3,2.7,8.1,,78.0
143,대구,20200916,21.7,1.3,1.4,0.1,9.0,4.0,85.8
99,파주,20200916,21.1,0.7,0.7,1.0,7.5,,92.4
239,세종,20200917,20.7,7.3,1.0,0.0,9.8,,90.5
232,천안,20200917,20.2,0.0,0.4,0.0,9.9,,91.5
119,수원,20200917,20.8,0.0,1.3,0.4,8.9,,82.0
108,서울,20200917,21.3,0.0,2.1,0.7,8.4,,70.3
202,양평,20200917,20.0,0.0,1.0,0.8,9.3,,82.5
129,서산(농),20200917,20.0,0.0,0.7,0.3,9.4,,85.8
98,동두천,20200917,19.8,0.0,1.2,3.6,9.1,,85.1
112,인천,20200917,21.4,0.0,2.5,1.6,8.4,,67.0
247,남원,20200917,20.6,1.3,0.7,0.1,10.0,,91.5
108,서울,20200918,21.5,0.0,2.8,9.8,3.1,,62.0
133,대전,20200918,21.2,0.0,1.5,8.9,5.4,,73.0
119,수원,20200918,21.2,0.0,2.2,10.9,2.4,,75.4
177,홍성,20200918,21.5,0.0,2.3,10.4,4.6,,69.6
253,김해시,20200918,19.5,1.1,0.7,0.6,8.3,,86.5
232,천안,20200918,18.7,0.0,1.6,7.2,5.3,,79.5
202,양평,20200918,19.8,0.0,1.5,9.4,4.4,,74.4
184,제주,20200918,20.5,11.3,1.9,0.0,8.1,10.77,76.9
119,수원,20200919,19.8,10.2,1.9,8.4,3.4,5.08,75.8
108,서울,20200919,21.2,0.3,2.2,9.7,1.5,1.0,59.3
143,대구,20200919,20.5,0.0,1.7,10.8,3.4,,63.1
93,북춘천,20200919,16.7,0.0,1.0,6.6,4.5,,78.6
177,홍성,20200919,21.1,0.0,2.6,9.5,2.4,,71.1
172,고창,20200919,19.1,0.0,2.2,8.6,3.3,,83.8
156,광주,20200919,19.9,0.0,1.1,9.7,3.4,0.08,83.1
239,세종,20200919,19.0,0.0,1.4,9.0,2.4,,77.1
272,영주,20200919,16.4,0.7,1.4,2.8,5.8,,84.9
257,양산시,20200919,20.4,0.0,1.4,8.0,3.1,,75.1
95,철원,20200919,16.6,0.0,0.9,9.7,2.3,,77.9
289,산청,20200919,17.5,0.0,1.4,8.1,2.3,,79.0
114,원주,20200919,19.1,5.5,1.0,6.0,4.4,,69.5
202,양평,20200919,18.6,0.4,1.2,6.5,2.8,,77.6
98,동두천,20200919,18.5,0.0,1.5,10.5,2.3,,69.6
112,인천,20200919,21.6,19.1,3.1,11.3,2.6,2.0,59.5
129,서산(농),20200919,19.3,0.0,1.9,9.9,2.0,,80.9
100,대관령,20200920,12.2,0.0,2.7,11.5,0.8,,77.0
129,서산(농),20200920,18.1,0.0,1.3,11.4,0.0,,73.5
239,세종,20200920,17.8,0.0,1.6,7.5,1.1,,69.4
108,서울,20200920,19.7,0.0,2.0,11.4,0.0,,57.6
112,인천,20200920,20.2,0.0,2.9,11.7,0.3,,59.5
226,보은,20200920,15.6,0.0,0.9,10.9,1.0,,78.3
119,수원,20200920,18.6,0.0,1.4,11.7,0.0,,71.9
90,속초,20200920,18.5,0.0,2.2,11.4,0.4,,57.1
152,울산,20200920,20.1,0.0,2.2,11.5,0.0,,55.1
221,제천,20200920,14.7,0.0,1.2,9.2,1.0,,75.9
101,춘천,20200920,16.8,0.0,1.3,11.3,,,68.0
272,영주,20200920,17.2,0.0,3.2,11.0,0.1,,63.4
202,양평,20200920,17.3,0.0,1.2,11.4,0.0,,70.0
203,이천,20200920,17.5,0.0,0.9,9.6,0.8,,72.8
203,이천,20200921,16.1,0.0,0.6,9.3,3.8,,77.1
119,수원,20200921,18.3,0.0,0.9,10.2,5.4,,74.0
133,대전,20200921,18.0,0.0,1.0,11.4,4.3,,72.3
279,구미,20200921,16.6,0.0,0.7,9.1,3.1,,72.4
143,대구,20200921,18.0,0.0,1.7,10.6,3.3,,69.3
252,영광군,20200921,18.0,0.0,0.9,10.7,5.0,,72.8
159,부산,20200921,20.0,0.0,2.4,10.6,4.1,,61.4
129,서산(농),20200921,17.7,0.0,0.9,10.3,5.0,,68.1
108,서울,20200921,19.1,0.0,1.7,9.6,4.5,,56.1
112,인천,20200922,20.7,0.0,2.5,11.0,3.6,,48.9
119,수원,20200922,19.9,0.0,2.0,9.5,4.4,,63.0
152,울산,20200922,18.7,0.0,2.8,3.6,7.1,0.58,74.5
254,순창군,20200922,17.6,0.0,1.4,5.2,7.0,,73.0
121,영월,20200922,16.0,0.0,1.5,5.8,6.4,,72.5
129,서산(농),20200922,19.0,0.0,1.7,9.5,4.8,,66.5
114,원주,20200922,17.7,0.0,1.0,5.9,6.3,,63.4
98,동두천,20200922,17.7,0.0,1.0,10.9,2.0,,71.9
235,보령,20200922,19.7,0.0,1.3,7.0,5.4,,62.0
273,문경,20200922,16.6,0.0,1.5,6.7,7.5,,77.0
203,이천,20200922,17.5,0.0,0.7,7.4,5.8,,73.0
108,서울,20200922,20.2,0.0,2.8,10.7,3.1,,55.3
143,대구,20200922,17.5,0.0,2.1,5.1,5.8,,76.4
239,세종,20200922,19.1,0.0,1.6,7.1,5.4,,62.6
159,부산,20200922,19.5,0.0,3.7,6.5,5.4,,66.1
108,서울,20200923,19.2,0.0,3.3,7.2,7.6,,59.9
236,부여,20200923,19.0,0.0,1.9,5.4,8.8,,67.9
119,수원,20200923,19.4,0.0,2.2,6.0,8.0,,62.9
192,진주,20200923,19.1,0.0,1.1,1.2,9.5,,70.5
156,광주,20200923,18.8,0.0,1.9,0.4,8.1,,75.6
232,천안,20200923,18.0,0.0,1.9,3.8,8.9,,69.8
253,김해시,20200923,20.1,0.0,1.4,1.4,9.8,,71.1
177,홍성,20200923,18.4,0.0,1.7,4.3,8.8,,71.8
203,이천,20200923,17.6,0.0,1.2,3.7,8.6,,72.0
90,속초,20200923,17.3,0.7,2.2,3.5,7.1,,78.0
184,제주,20200923,20.9,1.3,2.8,0.0,9.3,7.77,78.0
127,충주,20200923,18.3,0.0,2.3,6.3,9.0,,65.4
212,홍천,20200923,15.8,0.0,1.2,1.1,8.3,,75.1
98,동두천,20200923,17.6,0.0,1.6,7.6,7.4,,69.9
152,울산,20200923,19.8,0.0,3.3,1.4,9.3,1.33,78.5
112,인천,20200923,19.7,0.0,4.2,8.0,8.0,,52.1
131,청주,20200923,19.2,0.0,2.4,3.2,8.5,,62.9
133,대전,20200924,20.8,0.0,2.1,9.5,3.1,,70.3
226,보은,20200924,16.8,0.0,0.8,6.6,4.5,,84.4
152,울산,20200924,20.1,0.0,3.2,2.4,8.1,0.07,77.5
177,홍성,20200924,19.8,0.0,2.0,8.7,5.6,,69.0
129,서산(농),20200924,20.3,0.0,2.4,9.9,6.3,,62.1
172,고창,20200924,19.9,0.0,1.6,7.5,5.9,,79.3
245,정읍,20200924,19.7,0.0,1.7,9.5,4.6,,73.3
108,서울,20200924,20.6,0.0,3.7,8.0,6.6,,59.6
98,동두천,20200924,18.9,0.0,1.4,7.5,7.5,,69.9
119,수원,20200924,21.1,0.0,2.5,8.7,6.0,,61.4
235,보령,20200924,20.7,0.0,1.7,9.0,5.9,,66.3
232,천안,20200924,19.5,0.0,2.5,8.0,5.9,,67.0
112,인천,20200924,20.9,0.0,4.2,7.9,7.4,,54.0
143,대구,20200924,19.6,0.0,2.0,2.4,5.9,0.17,70.4
221,제천,20200924,17.1,0.0,2.0,8.1,6.0,,74.9
146,전주,20200925,20.3,0.0,1.4,6.1,3.9,,71.8
108,서울,20200925,20.1,0.0,2.5,3.5,4.9,,64.1
221,제천,20200925,16.0,0.0,1.0,4.4,5.4,,79.4
112,인천,20200925,19.9,0.0,3.3,4.6,4.5,0.42,64.1
232,천안,20200925,19.0,0.0,1.6,5.6,5.5,,75.0
201,강화,20200925,19.8,0.0,2.8,6.9,5.5,,66.0
202,양평,20200925,19.1,0.0,1.8,4.6,4.8,,69.3
281,영천,20200925,18.2,0.0,1.1,4.9,5.5,,76.3
239,세종,20200925,20.0,0.0,1.6,7.9,5.0,,63.9
135,추풍령,20200925,-99.0,0.0,1.8,3.6,6.5,,76.0
159,부산,20200925,21.3,0.0,3.7,6.9,4.9,,65.3
257,양산시,20200925,20.9,0.0,3.1,4.7,4.5,,72.0
235,보령,20200925,20.6,0.0,2.3,9.4,3.6,,64.4
156,광주,20200925,21.3,0.0,1.4,8.3,3.1,,74.1
203,이천,20200925,18.7,0.0,1.3,5.0,5.4,,73.6
127,충주,20200925,17.7,0.0,1.3,6.6,4.9,,73.4
226,보은,20200925,17.0,0.0,0.7,4.3,5.1,,83.8
152,울산,20200925,19.5,1.1,3.3,5.1,6.1,4.0,79.1
201,강화,20200926,19.2,0.0,2.8,10.0,3.6,,62.8
155,창원,20200926,20.0,0.0,1.0,5.9,4.8,,62.0
99,파주,20200926,17.2,0.0,2.1,10.3,3.8,,74.5
108,서울,20200926,19.3,0.0,2.4,8.0,4.0,,62.5
119,수원,20200926,20.0,0.0,2.1,9.8,2.8,,63.1
100,대관령,20200926,12.3,9.0,3.3,1.5,7.3,,94.4
112,인천,20200926,19.3,0.0,3.5,9.8,3.9,,60.3
98,동두천,20200926,17.3,0.0,1.4,10.2,4.3,,75.8
143,대구,20200926,19.4,0.0,1.5,4.7,5.8,0.15,70.4
203,이천,20200926,18.1,0.0,1.2,7.9,4.5,,72.1
266,광양시,20200927,20.5,0.0,2.7,9.4,2.4,,59.9
108,서울,20200927,20.4,0.0,2.0,9.8,1.1,,63.3
221,제천,20200927,15.8,0.0,0.8,10.3,1.5,,79.0
112,인천,20200927,19.9,0.0,2.9,11.3,0.8,,64.1
119,수원,20200927,20.0,0.0,1.3,10.8,0.5,,70.0
114,원주,20200927,18.0,0.0,0.6,9.5,1.9,,70.3
201,강화,20200927,18.8,0.0,1.8,11.1,0.4,,70.9
177,홍성,20200927,18.5,0.0,1.5,11.2,0.4,,74.4
129,서산(농),20200927,19.1,0.0,1.6,11.1,0.1,,69.0
137,상주,20200927,17.6,0.0,0.6,8.9,1.6,,78.8
95,철원,20200927,17.2,0.0,0.8,10.2,2.3,,83.3
159,부산,20200927,20.0,0.0,3.2,6.6,3.1,,69.6
203,이천,20200927,18.0,0.0,0.6,9.0,0.6,,78.1
212,홍천,20200927,16.8,0.0,0.8,8.8,1.0,,77.6
235,보령,20200927,20.1,0.0,1.4,9.6,1.4,,66.5
101,춘천,20200927,17.7,0.0,0.9,10.9,,,77.0
131,청주,20200927,19.9,0.0,1.3,9.9,0.5,,65.5
243,부안,20200927,19.6,0.0,1.2,9.9,1.3,,76.6
152,울산,20200928,17.5,0.0,1.8,10.5,3.5,,80.0
119,수원,20200928,19.6,0.0,1.1,11.2,0.8,,76.5
108,서울,20200928,20.7,0.0,2.0,10.5,1.1,,66.0
244,임실,20200928,15.6,0.0,0.5,10.8,3.6,,80.0
255,북창원,20200928,19.1,0.0,1.7,8.9,2.1,,72.1
203,이천,20200928,17.8,0.0,0.6,9.2,1.1,,78.0
252,영광군,20200928,18.6,0.0,0.8,10.8,2.0,,80.1
177,홍성,20200928,18.0,0.0,0.7,9.0,2.1,,78.5
112,인천,20200928,20.2,0.0,2.0,11.3,1.8,,68.4
133,대전,20200928,18.9,0.0,1.1,11.3,2.0,,72.3
232,천안,20200928,17.0,0.0,0.6,10.7,1.0,,81.3
114,원주,20200928,17.8,0.0,0.7,10.7,1.3,,68.1
165,목포,20200928,20.3,0.0,2.7,10.5,2.5,,74.4
98,동두천,20200928,18.0,0.0,1.0,10.2,2.0,,79.1
159,부산,20200928,19.4,0.0,2.9,11.1,2.3,,67.8
239,세종,20200928,18.2,0.0,0.9,10.0,1.0,,69.3
174,순천,20200929,16.4,0.0,1.0,9.7,5.4,,79.9
112,인천,20200929,19.6,0.0,2.1,7.0,6.9,,71.1
108,서울,20200929,19.6,0.0,1.9,6.3,6.8,,67.6
131,청주,20200929,19.3,0.0,1.0,7.2,5.5,,66.4
232,천안,20200929,16.7,0.0,0.6,5.8,5.9,,81.6
156,광주,20200929,19.5,0.0,1.1,8.9,4.8,,74.5
119,수원,20200929,18.9,0.0,1.2,6.8,6.0,,76.5
203,이천,20200929,16.9,0.0,0.6,5.5,6.9,,80.3
257,양산시,20200929,19.0,0.0,1.3,8.5,3.9,,71.8
263,의령군,20200929,16.1,0.0,0.9,6.9,5.9,,78.9
266,광양시,20200929,19.5,0.0,0.7,9.5,5.8,,58.6
136,안동,20200929,16.7,0.0,0.9,5.8,7.0,,79.3
168,여수,20200929,20.1,0.0,2.4,9.5,4.9,,69.5
112,인천,20200930,19.7,0.0,2.0,8.3,5.3,,75.6
108,서울,20200930,19.6,38.3,1.7,4.9,7.1,2.67,78.0
239,세종,20200930,18.6,0.0,0.8,8.3,4.0,,76.5
177,홍성,20200930,18.1,37.4,1.0,7.0,5.0,1.5,88.6
221,제천,20200930,16.5,0.0,0.7,6.3,6.4,,79.5
152,울산,20200930,18.5,0.0,2.0,9.9,4.3,,79.3
201,강화,20200930,18.4,0.0,1.3,7.2,5.5,,81.8
119,수원,20200930,18.8,8.7,0.8,5.8,5.6,1.83,87.8
232,천안,20200930,18.0,0.0,0.5,7.8,5.0,,83.3
184,제주,20200930,21.9,0.0,2.3,8.5,4.8,,70.6
146,전주,20200930,19.1,0.0,1.3,8.8,3.4,,75.9
95,철원,20200930,16.7,0.0,1.9,4.5,7.6,,92.3
98,동두천,20200930,17.8,0.0,1.0,6.0,7.1,,85.1
202,양평,20200930,18.3,0.0,0.8,5.9,5.8,,80.3
159,부산,20200930,20.3,0.0,2.5,7.1,4.3,,67.1
131,청주,20200930,20.2,0.0,1.0,9.5,4.5,,69.0
112,인천,20201001,19.0,0.0,2.6,6.4,5.8,,72.0
98,동두천,20201001,17.8,0.0,1.1,6.9,7.4,,83.0
253,김해시,20201001,19.1,0.0,1.3,6.2,3.0,,73.6
257,양산시,20201001,19.3,0.0,1.7,7.9,3.5,,77.6
244,임실,20201001,17.6,0.0,0.9,5.1,6.4,,84.9
129,서산(농),20201001,17.8,0.0,1.6,8.7,6.1,,80.6
239,세종,20201001,19.2,0.0,1.1,7.1,6.3,,74.6
108,서울,20201001,18.8,0.0,2.1,2.5,5.5,,74.9
119,수원,20201001,18.7,0.0,1.6,5.7,6.4,,82.1
101,춘천,20201001,18.5,0.0,1.5,7.3,,,77.0
232,천안,20201001,18.2,0.0,1.0,6.4,5.3,,83.1
95,철원,20201001,17.7,0.0,0.9,7.5,7.1,,87.1
156,광주,20201001,20.3,0.0,1.1,6.3,7.1,,80.8
131,청주,20201001,20.3,0.0,1.0,6.4,5.6,,67.0
202,양평,20201001,18.5,0.0,1.0,6.0,6.4,,78.9
295,남해,20201001,19.6,0.0,1.0,9.9,4.0,,78.1
177,홍성,20201001,18.3,0.0,1.6,8.1,6.4,,82.9
133,대전,20201001,20.4,0.0,1.3,9.7,5.3,,76.3
165,목포,20201001,19.4,0.0,1.7,7.3,5.3,,75.1
201,강화,20201002,18.9,3.3,1.9,0.8,9.0,,88.0
112,인천,20201002,19.4,1.2,3.9,3.8,9.0,1.58,80.6
165,목포,20201002,20.7,0.0,1.8,9.1,5.6,,78.6
238,금산,20201002,19.2,0.0,1.0,7.7,7.0,,78.3
232,천안,20201002,18.8,0.8,1.0,4.2,7.1,,82.5
266,광양시,20201002,21.1,0.0,0.9,8.0,5.9,,70.4
129,서산(농),20201002,18.7,0.0,2.0,6.6,7.3,,82.5
152,울산,20201002,20.0,0.0,1.4,10.9,3.9,,80.3
177,홍성,20201002,19.2,0.9,1.7,7.3,7.3,1.42,81.5
272,영주,20201002,18.6,0.0,1.3,7.1,7.9,,76.8
170,완도,20201002,20.9,0.0,1.4,7.7,5.3,,80.6
235,보령,20201002,19.7,1.6,2.1,7.3,7.6,,78.4
146,전주,20201002,20.6,0.0,1.5,7.8,7.1,0.62,71.3
239,세종,20201002,19.5,0.0,1.1,7.1,7.0,,73.3
108,서울,20201002,19.2,0.0,2.3,1.9,9.1,0.75,79.6
236,부여,20201002,19.2,0.0,1.1,6.6,7.4,,80.1
119,수원,20201002,19.2,0.0,1.8,5.7,6.9,0.83,84.3
133,대전,20201002,21.0,0.0,1.3,8.6,7.5,0.08,72.6
189,서귀포,20201002,20.6,0.0,1.4,10.1,4.3,,77.8
192,진주,20201002,19.5,0.0,0.8,8.5,6.5,,82.1
294,거제,20201002,19.8,0.0,0.9,9.1,4.6,,81.0
104,북강릉,20201002,20.1,0.0,1.6,7.7,7.3,,64.5
99,파주,20201002,17.9,3.5,1.6,2.4,7.9,,91.9
264,함양군,20201002,18.9,0.0,0.9,8.5,7.1,,77.3
119,수원,20201003,19.6,21.9,0.9,3.4,8.5,2.75,81.0
235,보령,20201003,19.2,12.1,0.8,0.6,9.8,,88.1
112,인천,20201003,19.6,0.1,1.7,3.4,8.5,1.58,69.4
131,청주,20201003,19.4,5.8,0.8,0.8,9.6,9.25,83.4
129,서산(농),20201003,19.2,12.2,0.9,3.2,9.1,,86.5
177,홍성,20201003,19.1,18.4,0.8,2.1,9.5,7.42,88.0
184,제주,20201003,22.5,0.0,1.7,4.2,8.4,1.43,68.9
108,서울,20201003,19.9,0.0,1.6,1.8,8.0,1.08,72.5
236,부여,20201003,19.2,3.3,0.7,0.7,10.0,,90.5
98,동두천,20201003,18.2,0.0,1.1,7.5,8.0,,80.5
99,파주,20201003,18.0,0.0,0.9,7.8,8.3,,83.5
174,순천,20201003,19.9,0.2,1.2,5.1,8.4,,82.1
202,양평,20201003,18.6,4.1,0.8,2.2,8.8,,87.4
192,진주,20201003,20.6,0.0,0.7,5.7,8.4,,77.4
108,서울,20201004,16.6,0.0,2.8,4.3,7.1,3.75,65.1
119,수원,20201004,17.1,0.0,2.6,4.9,7.3,1.67,71.0
135,추풍령,20201004,17.1,0.9,2.9,0.5,9.6,,72.5
189,서귀포,20201004,21.0,0.3,0.9,0.1,10.0,3.8,84.4
283,경주시,20201004,20.0,0.5,1.7,0.4,9.0,,79.1
112,인천,20201004,16.7,0.0,3.8,5.9,6.5,2.92,62.3
221,제천,20201004,16.0,0.2,1.6,1.6,8.5,,74.1
174,순천,20201004,17.9,0.6,1.9,0.0,10.0,,86.8
232,천안,20201004,16.8,0.0,1.6,1.1,9.0,,78.3
261,해남,20201004,18.9,0.1,1.4,0.3,9.8,,82.6
165,목포,20201004,19.1,4.4,3.3,0.1,9.9,7.78,84.3
253,김해시,20201004,21.1,0.2,1.8,1.4,9.4,,73.3
203,이천,20201004,16.9,0.0,1.4,3.1,8.5,,72.4
152,울산,20201004,21.1,0.4,1.6,2.6,8.6,4.67,74.4
236,부여,20201004,17.7,0.7,1.3,0.3,9.5,,79.6
239,세종,20201004,17.2,0.3,1.6,0.9,9.5,,75.3
114,원주,20201005,12.4,0.0,1.0,10.6,2.4,,61.0
177,홍성,20201005,13.2,0.0,1.7,10.3,3.1,,68.6
112,인천,20201005,14.1,0.0,3.8,10.7,3.0,,52.0
108,서울,20201005,13.3,0.0,2.5,10.5,2.3,,57.3
232,천안,20201005,11.9,0.0,1.3,10.0,2.6,,71.0
184,제주,20201005,18.4,0.0,4.9,7.9,5.1,,53.4
119,수원,20201005,13.6,0.0,2.1,9.4,2.3,,61.3
255,북창원,20201005,16.7,0.0,2.7,9.6,3.5,,48.0
203,이천,20201005,12.8,0.0,1.2,8.6,3.0,,61.4
95,철원,20201005,10.1,0.0,1.2,10.1,1.0,,74.3
98,동두천,20201005,11.4,0.0,1.3,10.0,1.5,,70.5
156,광주,20201005,15.3,0.0,2.4,9.3,4.6,,53.8
202,양평,20201006,12.6,0.0,1.1,9.4,2.5,,69.9
138,포항,20201006,16.1,0.0,2.2,10.5,3.0,,58.8
152,울산,20201006,15.8,0.0,2.3,9.8,3.4,,62.5
143,대구,20201006,16.2,0.0,1.7,10.8,2.9,,54.5
119,수원,20201006,13.7,0.0,1.5,10.6,2.5,,65.6
108,서울,20201006,14.2,0.0,2.0,10.8,2.5,,55.9
239,세종,20201006,13.3,0.0,1.2,9.6,2.1,,63.8
127,충주,20201006,11.0,0.0,0.9,9.1,3.5,,75.8
184,제주,20201006,18.6,0.0,2.9,9.6,2.8,,53.5
98,동두천,20201006,11.7,0.0,0.9,10.1,3.3,,70.9
112,인천,20201006,14.6,0.0,3.2,10.5,3.1,,49.6
232,천안,20201006,11.9,0.0,0.8,10.9,2.0,,77.8
133,대전,20201007,16.8,0.0,1.9,8.3,5.6,,67.3
185,고산,20201007,19.7,0.0,5.9,9.8,5.9,,65.4
232,천안,20201007,14.7,0.0,1.2,7.9,6.1,,71.9
131,청주,20201007,16.7,0.0,2.1,9.2,5.5,,59.3
143,대구,20201007,17.1,0.0,2.7,6.3,6.5,,66.3
108,서울,20201007,16.0,0.0,1.9,8.9,3.8,,48.9
252,영광군,20201007,15.9,0.0,1.3,9.7,5.8,,62.5
90,속초,20201007,14.2,0.0,1.4,8.6,4.6,,64.8
119,수원,20201007,15.4,0.0,1.2,8.2,4.8,,60.8
127,충주,20201007,15.1,0.0,1.3,9.1,5.9,,67.1
112,인천,20201007,16.1,0.0,2.8,9.5,4.6,,45.4
112,인천,20201008,17.4,0.0,3.7,10.7,0.5,,48.8
257,양산시,20201008,19.0,0.0,3.9,6.0,4.1,,56.3
119,수원,20201008,17.3,0.0,2.3,10.8,0.8,,57.6
152,울산,20201008,17.9,0.0,4.3,7.4,4.9,,59.0
93,북춘천,20201008,13.5,0.0,1.5,10.6,0.3,,70.4
131,청주,20201008,17.3,0.0,3.0,10.2,0.4,,52.8
108,서울,20201008,17.2,0.0,3.1,10.8,0.1,,53.0
255,북창원,20201008,19.3,0.0,3.4,8.3,1.9,,53.0
156,광주,20201008,18.2,0.0,3.2,10.6,0.0,,57.8
221,제천,20201008,13.2,0.0,1.7,10.3,0.1,,67.8
203,이천,20201008,15.1,0.0,1.2,9.2,0.0,,66.1
106,동해,20201008,14.5,0.0,1.8,9.4,2.3,,72.6
133,대전,20201008,17.4,0.0,2.7,10.9,0.6,,59.0
140,군산,20201008,18.0,0.0,2.4,10.6,0.8,,56.5
189,서귀포,20201008,19.5,0.0,4.5,10.4,3.1,,67.3
159,부산,20201008,18.7,0.0,5.4,6.4,4.3,,55.8
108,서울,20201009,17.2,0.0,3.0,10.6,4.6,,53.4
119,수원,20201009,17.3,0.0,2.3,10.5,2.4,,58.9
192,진주,20201009,18.8,0.0,2.2,9.6,4.8,,53.1
232,천안,20201009,14.9,0.0,1.7,10.5,1.8,,71.6
152,울산,20201009,18.5,0.0,4.4,5.8,7.4,,60.4
138,포항,20201009,19.3,0.0,7.2,7.2,6.9,,63.1
202,양평,20201009,15.5,0.0,1.5,10.8,2.8,,63.9
95,철원,20201009,14.8,0.0,2.0,9.9,3.8,,64.9
239,세종,20201009,17.2,0.0,2.4,9.4,2.4,,52.8
106,동해,20201009,16.6,0.0,3.3,7.5,6.4,,63.9
165,목포,20201009,17.2,0.0,2.3,10.8,3.1,,60.8
133,대전,20201009,18.0,0.0,3.1,10.7,3.1,,58.0
235,보령,20201009,17.9,0.0,1.9,8.1,2.4,,53.5
243,부안,20201009,17.2,0.0,1.7,10.3,2.6,,64.6
127,충주,20201009,14.6,0.0,1.6,10.5,2.8,,67.8
156,광주,20201009,17.6,0.0,1.6,10.4,2.4,,57.0
260,장흥,20201009,15.0,0.0,1.1,10.5,3.9,,72.3
253,김해시,20201009,18.9,0.0,1.7,6.1,6.4,,56.5
98,동두천,20201010,14.3,0.0,1.0,8.3,5.8,,74.4
